xmin,ymin,xmax,ymax,label,score,geometry
381.0,1686.0,581.0,1864.0,Tree,0.19982773065567017,"POLYGON ((581 1686, 581 1864, 381 1864, 381 1686, 581 1686))"
1641.0,2694.0,1912.0,2958.0,Tree,0.1568647027015686,"POLYGON ((1912 2694, 1912 2958, 1641 2958, 1641 2694, 1912 2694))"
2476.0,2848.0,2748.0,3119.0,Tree,0.14345696568489075,"POLYGON ((2748 2848, 2748 3119, 2476 3119, 2476 2848, 2748 2848))"
1254.0,332.0,1653.0,737.0,Tree,0.14095516502857208,"POLYGON ((1653 332, 1653 737, 1254 737, 1254 332, 1653 332))"
1218.0,2611.0,1500.0,2898.0,Tree,0.14026141166687012,"POLYGON ((1500 2611, 1500 2898, 1218 2898, 1218 2611, 1500 2611))"
1404.0,2401.0,1673.0,2667.0,Tree,0.13924825191497803,"POLYGON ((1673 2401, 1673 2667, 1404 2667, 1404 2401, 1673 2401))"
1595.0,2194.0,1866.0,2473.0,Tree,0.13190767168998718,"POLYGON ((1866 2194, 1866 2473, 1595 2473, 1595 2194, 1866 2194))"
2168.0,3111.0,2428.0,3370.0,Tree,0.1313696801662445,"POLYGON ((2428 3111, 2428 3370, 2168 3370, 2168 3111, 2428 3111))"
2058.0,2603.0,2321.0,2874.0,Tree,0.12961341440677643,"POLYGON ((2321 2603, 2321 2874, 2058 2874, 2058 2603, 2321 2603))"
553.0,1262.0,862.0,1551.0,Tree,0.12838168442249298,"POLYGON ((862 1262, 862 1551, 553 1551, 553 1262, 862 1262))"
3052.0,1908.0,3539.0,2386.0,Tree,0.12805430591106415,"POLYGON ((3539 1908, 3539 2386, 3052 2386, 3052 1908, 3539 1908))"
866.0,2052.0,2627.0,3858.0,Tree,0.12693902850151062,"POLYGON ((2627 2052, 2627 3858, 866 3858, 866 2052, 2627 2052))"
2066.0,1393.0,2313.0,1631.0,Tree,0.12471552938222885,"POLYGON ((2313 1393, 2313 1631, 2066 1631, 2066 1393, 2313 1393))"
201.0,1749.0,411.0,1955.0,Tree,0.10904905200004578,"POLYGON ((411 1749, 411 1955, 201 1955, 201 1749, 411 1749))"
2926.0,1759.0,3182.0,2000.0,Tree,0.10725783556699753,"POLYGON ((3182 1759, 3182 2000, 2926 2000, 2926 1759, 3182 1759))"
1297.0,728.0,1551.0,991.0,Tree,0.10541925579309464,"POLYGON ((1551 728, 1551 991, 1297 991, 1297 728, 1551 728))"
564.0,1959.0,811.0,2180.0,Tree,0.10530655086040497,"POLYGON ((811 1959, 811 2180, 564 2180, 564 1959, 811 1959))"
2709.0,2879.0,3734.0,3819.0,Tree,0.10456870496273041,"POLYGON ((3734 2879, 3734 3819, 2709 3819, 2709 2879, 3734 2879))"
2288.0,2711.0,2521.0,2953.0,Tree,0.10303423553705215,"POLYGON ((2521 2711, 2521 2953, 2288 2953, 2288 2711, 2521 2711))"
2820.0,2135.0,3067.0,2377.0,Tree,0.10275792330503464,"POLYGON ((3067 2135, 3067 2377, 2820 2377, 2820 2135, 3067 2135))"
2612.0,1630.0,2885.0,1901.0,Tree,0.10105530172586441,"POLYGON ((2885 1630, 2885 1901, 2612 1901, 2612 1630, 2885 1630))"
